Source,Record_ID,Company_Sponsor,Sponsor_Class,Country,Product_Name,Target_Disease,Disease_Area,Cell_Type,Gene_Target,Stage,Status,Start_Date,Source_URL,Notes
ClinicalTrials.gov,NCT04821479,Hadassah Medical Organization,OTHER,,Mesenchymal stem cells (MSC),Amyotrophic Lateral Sclerosis,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2016-01-01,https://clinicaltrials.gov/study/NCT04821479,Repeated Mesenchymal Stem Cell Injections in ALS
ClinicalTrials.gov,NCT01269580,IRCCS Multimedica,OTHER,Italy,,Diabetes; Critical Limb Ischemia,Cardiovascular,Progenitor Cell,,Not Reported,UNKNOWN,2009-02,https://clinicaltrials.gov/study/NCT01269580,Diabetic Foot and Vascular Progenitor Cells
ClinicalTrials.gov,NCT04029896,Hope Biosciences Research Foundation,INDUSTRY,United States,HB-adMSCs,Cerebral Palsy,Neurological,Mesenchymal Stem Cell (MSC),,Not Reported,NO_LONGER_AVAILABLE,,https://clinicaltrials.gov/study/NCT04029896,Individual Patient Expanded Access IND of Hope Biosciences Autologous Adipose-derived Mesenchymal Stem Cells for the Treatment of Cerebral Palsy
ClinicalTrials.gov,NCT03247088,M.D. Anderson Cancer Center,OTHER,United States,Allogeneic Hematopoietic Stem Cell Transplantation; Busulfan; Cyclophosphamide; Filgrastim; Fludarabine; Mycophenolate Mofetil; Sorafenib; Tacrolimus,Recurrent Acute Myeloid Leukemia; Refractory Acute Myeloid Leukemia,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,ACTIVE_NOT_RECRUITING,2017-07-30,https://clinicaltrials.gov/study/NCT03247088,"Sorafenib, Busulfan and Fludarabine in Treating Patients With Recurrent or Refractory Acute Myeloid Leukemia Undergoing Donor Stem Cell Transplant"
ClinicalTrials.gov,NCT01834079,"Chaitanya Hospital, Pune",OTHER,India,STEM CELL THERAPY,Optic Atrophy,Other / Unclassified,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2014-09,https://clinicaltrials.gov/study/NCT01834079,Study the Safety and Efficacy of Bone Marrow Derived Autologous Cells for the Treatment of Optic Nerve Disease
ClinicalTrials.gov,NCT02790762,"Shenzhen Hornetcorn Bio-technology Company, LTD",INDUSTRY,China,Human umbilical cord mesenchymal stem cells,Pneumoconiosis,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1,UNKNOWN,2016-06,https://clinicaltrials.gov/study/NCT02790762,Human Umbilical Cord-Mesenchymal Stem Cells for Pneumoconiosis
ClinicalTrials.gov,NCT04331405,Sklifosovsky Institute of Emergency Care,OTHER_GOV,Russia,Human Allogeneic Umbilical Cord Blood Mononuclear Cells (hUCBMCs) systemic (i.v.) infusions,Spinal Cord Contusion,Other / Unclassified,Cord Blood / HSC,,Phase 1/2,COMPLETED,2013-03-18,https://clinicaltrials.gov/study/NCT04331405,Allogeneic Cord Blood Cells for Adults With Severe Acute Contusion Spinal Cord Injury
ClinicalTrials.gov,NCT02557724,"Rutgers, The State University of New Jersey",OTHER,United States,blood samples; blood samples,Liver Failure; Liver Neoplasm,Oncology / Hematologic Malignancy,Mesenchymal Stem Cell (MSC),,Not Reported,COMPLETED,2015-09,https://clinicaltrials.gov/study/NCT02557724,Mobilization of Mesenchymal Stem Cells During Liver Transplantation
ClinicalTrials.gov,NCT01759823,"Post Graduate Institute of Medical Education and Research, Chandigarh",OTHER,India,mesenchymal stem cell transplantation; control; MNC's TRANSPLANTATION,Type 2 Diabetes Mellitus,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 2/3,COMPLETED,2012-12,https://clinicaltrials.gov/study/NCT01759823,Bone Marrow Derived Stem Cell Transplantation in T2DM
ClinicalTrials.gov,NCT01919827,"Clinica Universidad de Navarra, Universidad de Navarra",OTHER,Spain,Endobronchial infusion of adult mesenchymal stem cells; Autologous mesenchymal stem cells derived from bone marrow,Idiopathic Pulmonary Fibrosis,Respiratory,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2013-03,https://clinicaltrials.gov/study/NCT01919827,Study of Autologous Mesenchymal Stem Cells to Treat Idiopathic Pulmonary Fibrosis
ClinicalTrials.gov,NCT02577861,Holostem s.r.l.,INDUSTRY,Italy,Biopsy from donor eye; Implant of Holoclar; Ophtalmologic examination; Blood sample collection; Digital pictures; ECG; Questionnaires; Physical examination and vital signs,Limbal Stem Cells Deficiency,Ophthalmologic,Limbal Stem Cell,,Phase 4,COMPLETED,2015-10,https://clinicaltrials.gov/study/NCT02577861,Efficacy and Safety of Autologous Cultivated Limbal Stem Cells Transplantation (ACLSCT) for Restoration of Corneal Epithelium in Patients With Limbal Stem Cell Deficiency
ClinicalTrials.gov,NCT00002870,UNICANCER,OTHER,France,filgrastim; cyclophosphamide; epirubicin hydrochloride; fluorouracil; thiotepa; peripheral blood stem cell transplantation,Breast Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,COMPLETED,1994-12,https://clinicaltrials.gov/study/NCT00002870,High Dose Chemotherapy Plus Peripheral Stem Cell Transplantation Compared With Standard Therapy in Treating Women With Locally Recurrent or Metastatic Breast Cancer
ClinicalTrials.gov,NCT00670410,Columbia University,OTHER,United States,Related donor transplant; Cord blood transplant; Busulfan; Thymoglobulin; Fludarabine,Neuroblastoma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1,TERMINATED,2003-11,https://clinicaltrials.gov/study/NCT00670410,Autologous Transplant Followed by Allogeneic Transplant for High Risk Neuroblastoma
ClinicalTrials.gov,NCT01849159,"Federal Research Clinical Center of Federal Medical & Biological Agency, Russia",OTHER_GOV,Russia,Mesenchymal stem cells; Reference therapy: 400 mL of 0.9% NaCl solution,Pulmonary Emphysema,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1/2,WITHDRAWN,2014-03,https://clinicaltrials.gov/study/NCT01849159,"Clinical Study of the Efficacy and Safety of the Application of Allogeneic Mesenchymal (Stromal) Cells of Bone Marrow, Cultured Under the Hypoxia in the Treatment of Patients With Severe Pulmonary Emphysema"
ClinicalTrials.gov,NCT02161003,Al-Azhar University,OTHER,Egypt,Stem Cells Injection Technique; Stem Cell Isolation,Fecal Incontinence,Other / Unclassified,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2013-10,https://clinicaltrials.gov/study/NCT02161003,Stem Cells Therapy for Fecal Incontinence in Children After Posterior Sagittal Ano-rectoplasty
ClinicalTrials.gov,NCT01701986,M.D. Anderson Cancer Center,OTHER,United States,Allogeneic Bone Marrow Transplantation; Allogeneic Hematopoietic Stem Cell Transplantation; Anti-Thymocyte Globulin; Busulfan; Clofarabine; Gemcitabine Hydrochloride; Mycophenolate Mofetil; Peripheral Blood Stem Cell Transplantation; Pharmacological Study; Rituximab; Tacrolimus,Hematopoietic Cell Transplantation Recipient; Refractory B-Cell Non-Hodgkin Lymphoma; Refractory Hodgkin Lymphoma; Refractory T-Cell Non-Hodgkin Lymphoma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,COMPLETED,2012-10-25,https://clinicaltrials.gov/study/NCT01701986,"Gemcitabine Hydrochloride, Clofarabine, and Busulfan Before Donor Stem Cell Transplant in Treating Patients With Refractory B-Cell or T-Cell Non-Hodgkin Lymphoma or Hodgkin Lymphoma"
ClinicalTrials.gov,NCT00346359,Fred Hutchinson Cancer Center,OTHER,United States,anti-thymocyte globulin; busulfan; fludarabine phosphate; methotrexate; tacrolimus; allogeneic hematopoietic stem cell transplantation; peripheral blood stem cell transplantation,Chronic Myeloproliferative Disorders; Graft Versus Host Disease; Leukemia; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Diseases,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2006-03,https://clinicaltrials.gov/study/NCT00346359,"Fludarabine and Busulfan Followed by Donor Peripheral Stem Cell Transplant and Antithymocyte Globulin, Tacrolimus, and Methotrexate in Treating Patients With Myeloid Cancer"
ClinicalTrials.gov,NCT01526096,University of Chicago,OTHER,United States,G-CSF; Plerixafor; Apheresis; Melphalan; Stem cell re-infusion; Basiliximab; CliniMACS CD25 microbeads and cell sorter,Myeloma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2011-07-12,https://clinicaltrials.gov/study/NCT01526096,Stem Cell Transplantation for Patients With Multiple Myeloma
ClinicalTrials.gov,NCT06638970,Baermed,OTHER,Indonesia,Secretome,Epilepsy; Drugs Resistant Epilepsy,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1,NOT_YET_RECRUITING,2024-12-01,https://clinicaltrials.gov/study/NCT06638970,"Clinical Utility and Safety of Human Umbilical Cord Mesenchymal Stem Cell Secretome in Drug Resistant Epilepsy Single Center, Non-randomized, Phase I Clinical Trial"
ClinicalTrials.gov,NCT04187105,University of Illinois at Chicago,OTHER,United States,Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant; Conditioning regimen with half-matched (haploidentical) stem cell transplant,Acute Leukemia; MDS,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,RECRUITING,2020-01-27,https://clinicaltrials.gov/study/NCT04187105,BMT-06: Study of Intensity Modulated Total Marrow Irradiation (IM-TMI)
ClinicalTrials.gov,NCT00745420,Medical College of Wisconsin,OTHER,United States,Hematopoietic Stem Cell Transplantation,Sickle Cell Disease,Hematologic / Genetic Blood Disorder,Cord Blood / HSC,,Phase 2,COMPLETED,2008-08,https://clinicaltrials.gov/study/NCT00745420,Evaluating the Safety and Effectiveness of Bone Marrow Transplants in Children With Sickle Cell Disease (BMT CTN 0601)
ClinicalTrials.gov,NCT02090803,Institut de Cancérologie de la Loire,OTHER,France,,Hematologic Diseases,Other / Unclassified,Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2012-08,https://clinicaltrials.gov/study/NCT02090803,Assessment of Human Herpes Virus Reactivation 6 Post Autologous Stem Cells
ClinicalTrials.gov,NCT00003173,Memorial Sloan Kettering Cancer Center,OTHER,United States,filgrastim; thiotepa; autologous bone marrow transplantation; peripheral blood stem cell transplantation,"Brain and Central Nervous System Tumors; Childhood Germ Cell Tumor; Extragonadal Germ Cell Tumor; Ovarian Cancer; Retinoblastoma; Testicular Germ Cell Tumor; Unspecified Adult Solid Tumor, Protocol Specific; Unspecified Childhood Solid Tumor, Protocol Specific",Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1997-09,https://clinicaltrials.gov/study/NCT00003173,High-Dose Thiotepa Plus Peripheral Stem Cell Transplantation in Treating Patients With Refractory Solid Tumors
ClinicalTrials.gov,NCT00322387,"Genzyme, a Sanofi Company",INDUSTRY,United States,G-CSF and plerixafor,"Lymphoma, Non-Hodgkin; Multiple Myeloma",Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2004-04,https://clinicaltrials.gov/study/NCT00322387,"Mobilization of Stem Cells With Plerixafor, Chemotherapy and G-CSF in Multiple Myeloma or Non-Hodgkin's Lymphoma Patients"
ClinicalTrials.gov,NCT01200017,Christopher Dvorak,OTHER,United States,"CD34+ enriched, T Cell Depleted donor stem cell product",Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia; Chronic Myeloid Leukemia; Myelodysplastic Syndrome; Lymphomas; Bone Marrow Failure; Hemoglobinopathy; Immune Deficiency; Osteopetrosis; Cytopenias; Leukocyte Disorders; Anemia Due to Intrinsic Red Cell Abnormality,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Not Reported,NO_LONGER_AVAILABLE,,https://clinicaltrials.gov/study/NCT01200017,Expanded Access Protocol (EAP) Using the CliniMACS® Device for Pediatric Haplocompatible Donor Stem Cell Transplant
ClinicalTrials.gov,NCT00024050,Fred Hutchinson Cancer Center,OTHER,United States,busulfan; cyclophosphamide; cyclosporine; methotrexate; allogeneic bone marrow transplantation; peripheral blood stem cell transplantation,Leukemia; Myelodysplastic Syndromes,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2001-02,https://clinicaltrials.gov/study/NCT00024050,Chemotherapy and Peripheral Stem Cell Transplantation in Treating Patients With Myelodysplastic Syndrome
ClinicalTrials.gov,NCT00408447,Columbia University,OTHER,United States,Busulfan; Fludarabine; Alemtuzumab; Allogeneic stem cell transplant,Sickle Cell Disease; Beta Thalassemia,Hematologic / Genetic Blood Disorder,Stem Cell (Unspecified Type),,Phase 2,UNKNOWN,2004-09,https://clinicaltrials.gov/study/NCT00408447,Stem Cell Transplant in Sickle Cell Disease and Thalassemia
ClinicalTrials.gov,NCT00153985,Dana-Farber Cancer Institute,OTHER,United States,Busulfex; Fludarabine; Alemtuzumab; Stem Cell Transfusion,Hemoglobinopathies; Sickle Cell Disease; Thalassemia,Hematologic / Genetic Blood Disorder,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2004-03,https://clinicaltrials.gov/study/NCT00153985,Allogeneic Stem Cell Transplantation Following Chemotherapy in Patients With Hemoglobinopathies
ClinicalTrials.gov,NCT01174108,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,United States,Miltenyi CD34 Reagent System; Donor derived G-CSF mobilized PBC,Severe Aplastic Anemia; MDS (Myelodysplastic Syndrome),Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,RECRUITING,2010-12-10,https://clinicaltrials.gov/study/NCT01174108,Allogeneic Hematopoietic Stem Cell Transplantation for Severe Aplastic Anemia and Other Bone Marrow Failure Syndromes Using G-CSF Mobilized CD34+ Selected Hematopoietic Precursor Cells Co-Infused With a Reduced Dose of Non-Mobilized Donor T-cells
ClinicalTrials.gov,NCT04791878,Anthony Lembo,OTHER,United States,Mesenchymal stem cells,Perianal Fistula Due to Crohn's Disease (Disorder),Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1,TERMINATED,2021-04-01,https://clinicaltrials.gov/study/NCT04791878,Study of Mesenchymal Stem Cells for Pediatric Perianal Fistulizing Crohn's Disease
ClinicalTrials.gov,NCT02666391,South China Research Center for Stem Cell and Regenerative Medicine,OTHER,,umbilical cord mesenchymal stem cells,Acute Myocardial Infarction; Myocardial Infarction; Ischemic Cardiomyopathy,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2016-05,https://clinicaltrials.gov/study/NCT02666391,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Ischemic Heart Disease (SEESUPIHD)
ClinicalTrials.gov,NCT07521384,Healing Hope International,OTHER,Mexico,,Traumatic Brain Injury; Cerebral Palsy; Hypoxic Ischemic Encephalopathy; Neurologic Disorders; MS (Multiple Sclerosis); Alzheimer Dementia (AD); Parkinson Disease (PD); Stroke; Autism,Neurological,Stem Cell (Unspecified Type),,Not Reported,ENROLLING_BY_INVITATION,2026-06-01,https://clinicaltrials.gov/study/NCT07521384,Real World Outcomes of Intranasal MuSE Exosomes and Stem Cells in Neurological Regenerative Therapy
ClinicalTrials.gov,NCT07191847,Ace Cells Lab Limited,INDUSTRY,Egypt,eye drops,Dry Eye; Cataract,Ophthalmologic,Stem Cell (Unspecified Type),,Phase 4,RECRUITING,2025-04-22,https://clinicaltrials.gov/study/NCT07191847,"Assessment of CataClear, Tear Film Stability, Tear Volume, and Dry Eye Symptoms Using Stem Cells Fortified Eye Drops"
ClinicalTrials.gov,NCT03186417,MetroHealth Medical Center,OTHER,United States,2 million hMSC/kg; 4 million hMSC/kg; 6 million hMSC/kg; placebo,Rheumatoid Arthritis,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1,TERMINATED,2017-12-15,https://clinicaltrials.gov/study/NCT03186417,Mesenchymal Stem Cells in Early Rheumatoid Arthritis
ClinicalTrials.gov,NCT02755376,Samsung Medical Center,OTHER,South Korea,Cartistem(TM); hyaluronic acid; ACL reconstruction only,Deficiency of Anterior Cruciate Ligament,Other / Unclassified,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),COMPLETED,2014-01-01,https://clinicaltrials.gov/study/NCT02755376,Development of Novel Strategy for Treatment of Anterior Cruciate Ligament (ACL) Injury Using Stem Cell
ClinicalTrials.gov,NCT00659217,"Organ Transplant Institute, China",OTHER_GOV,China,mesenchymal stem cell,Lupus Nephritis,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2008-05,https://clinicaltrials.gov/study/NCT00659217,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis
ClinicalTrials.gov,NCT01412593,King Saud University,OTHER,Saudi Arabia,Stem cell transplant,End Stage Liver Disease,Gastrointestinal / Liver,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2011-09,https://clinicaltrials.gov/study/NCT01412593,Intra-hepatic Artery Bone Marrow Derived Stem Cells Infusion for the Treatment of Advanced Liver Cirrhosis
ClinicalTrials.gov,NCT03105284,University of Aarhus,OTHER,,Liposuction,Mesenchymal Stem Cells,Other / Unclassified,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),COMPLETED,2016-09-01,https://clinicaltrials.gov/study/NCT03105284,Adipose-tissue Derived Stem Cells in Flaps Versus Liposuction
ClinicalTrials.gov,NCT05602116,Cell to Cure ApS,INDUSTRY,Denmark,Adipose tissue derived mesenchymal stromal/stem cells (Cell2Cure®),Autism Spectrum Disorder; Gastrointestinal Dysfunction; Leaky Gut Syndrome; Mesenchymal Stromal Cells; Inflammatory Bowel Diseases,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2023-06-09,https://clinicaltrials.gov/study/NCT05602116,ASC - Autism Study
ClinicalTrials.gov,NCT01445821,Northwestern University,OTHER,United States,Peripheral Blood Stem Cells; Cyclophosphamide; Mesna; rATG; Methylprednisolone; Filgrastim; Fludarabine,"Scleroderma, Systemic",Autoimmune / Inflammatory,Stem Cell (Unspecified Type),,Phase 3,TERMINATED,2011-09-15,https://clinicaltrials.gov/study/NCT01445821,Autologous Stem Cell Systemic Sclerosis Immune Suppression Trial
ClinicalTrials.gov,NCT00612716,"Masonic Cancer Center, University of Minnesota",OTHER,United States,busulfan; cyclophosphamide; Stem cell infusion; Total body irradiation,Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1999-10-06,https://clinicaltrials.gov/study/NCT00612716,"Donor Stem Cell Transplant in Treating Patients With Previously Treated Lymphoma, Multiple Myeloma, or Chronic Lymphocytic Leukemia"
ClinicalTrials.gov,NCT00702247,Azienda Ospedaliera San Giovanni Battista,OTHER,Italy,Hematopoietic Stem Cell Transplantation,Multiple Myeloma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,UNKNOWN,1999-07,https://clinicaltrials.gov/study/NCT00702247,Tandem Autologous- Nonmyeloablative Allogeneic Transplant for Newly Diagnosed Multiple Myeloma (Trapianto Tandem Autologo-Allogenico Non Mieloablativo Nel Mieloma Alla Diagnosi)
ClinicalTrials.gov,NCT04220008,M.D. Anderson Cancer Center,OTHER,,Allogeneic Hematopoietic Stem Cell Transplantation; Busulfan; Clofarabine; Cyclophosphamide; Gemcitabine; Mycophenolate Mofetil; Rituximab; Tacrolimus; Vorinostat,Recurrent Aggressive Non-Hodgkin Lymphoma; Recurrent B-Cell Non-Hodgkin Lymphoma; Recurrent Burkitt Lymphoma; Recurrent Diffuse Large B-Cell Lymphoma; Recurrent High Grade B-Cell Lymphoma; Recurrent T-Cell Non-Hodgkin Lymphoma; Recurrent Transformed B-Cell Non-Hodgkin Lymphoma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,WITHDRAWN,2021-10-29,https://clinicaltrials.gov/study/NCT04220008,Vorinostat and Combination Chemotherapy Before Donor Stem Cell Transplantation for the Treatment of Relapsed Aggressive B-cell or T-cell Non-Hodgkin Lymphoma
ClinicalTrials.gov,NCT00026767,National Cancer Institute (NCI),NIH,United States,,Fungus Disease,Other / Unclassified,Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2001-04-09,https://clinicaltrials.gov/study/NCT00026767,Surveillance of Fungal Infections in Bone Marrow/Stem Cell and Organ Transplant Recipients
ClinicalTrials.gov,NCT07592936,University of Southern Denmark,OTHER,,Adipose derived stem cell injection; Placebo,Rotator Cuff Tears; Rotator Cuff Injuries; Stem Cells,Orthopedic / Musculoskeletal,Adipose-Derived Stem Cell,,Phase 1/2,NOT_YET_RECRUITING,2026-08,https://clinicaltrials.gov/study/NCT07592936,Repeated Injections of Adipose-derived Stem Cells in Rotator Cuff Tears
ClinicalTrials.gov,NCT05507827,Stanford University,OTHER,United States,Allogeneic donor-derived T-cells transduced with bivalent lentiviral vector (CD19/CD22-BBz) chimeric antigen receptor (CAR); Treg CD34+HSPC (Orca-T),Lymphoid Leukemia,Oncology / Hematologic Malignancy,Cord Blood / HSC,CAR construct (unspecified antigen),Phase 1,ACTIVE_NOT_RECRUITING,2022-08-18,https://clinicaltrials.gov/study/NCT05507827,Myeloablative Conditioning Orca-T & Allogeneic Donor-Derived CD19/CD22-CAR TCells in B-Cell ALL
ClinicalTrials.gov,NCT04590118,"Jiuzhitang Maker (Beijing) Cell Technology Co.,Ltd.",OTHER,China,it-hMSC; Placebo,Ischemic Stroke,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2021-04-26,https://clinicaltrials.gov/study/NCT04590118,Allogeneic Mesenchymal Stem Cells for the Survivors of Ischemic Stroke Trial (ASSIST)
ClinicalTrials.gov,NCT02653196,Montefiore Medical Center,OTHER,United States,Allogeneic hematopoietic stem cell transplant following thiotepa-based marrow ablative chemotherapy; Keratinocyte Growth Factor; Alemtuzumab; Thiotepa; Etoposide; Fludarabine; Melphalan; Tacrolimus; Cyclosporine A; Mycophenolate mofetil,Neuroepithelial Tumor; Solid Tumor; Allogeneic Hematopoietic Stem Cell Transplantation,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Early Phase 1,TERMINATED,2015-09,https://clinicaltrials.gov/study/NCT02653196,A Multi-Institutional Pilot Study of Allogeneic Hematopoietic Stem Cell Transplantation for Patients With Malignant Neuro-Epithelial and Other Solid Tumors
ClinicalTrials.gov,NCT00112827,City of Hope Medical Center,OTHER,United States,total marrow irradiation; melphalan; peripheral blood stem cell transplantation; filgrastim; fluorescence in situ hybridization; cytogenetic analysis; cyclophosphamide; autologous-autologous tandem hematopoietic stem cell transplantation; lenalidomide,Refractory Multiple Myeloma; Smoldering Multiple Myeloma; Stage I Multiple Myeloma; Stage II Multiple Myeloma; Stage III Multiple Myeloma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,COMPLETED,2004-11,https://clinicaltrials.gov/study/NCT00112827,"Melphalan and Radiation Therapy Followed By Lenalidomide in Treating Patients Who Are Undergoing Autologous Stem Cell Transplant for Stage I, Stage II, or Stage III Multiple Myeloma"
ClinicalTrials.gov,NCT02512497,Ohio State University Comprehensive Cancer Center,OTHER,United States,Romidepsin; Busulfan; Fludarabine; Stem Cell Transplant; Thymoglobulin,Cutaneous T-cell Lymphoma; T-Prolymphocytic Leukemia; T-Large Granulocytic Leukemia; T-Lymphoblastic Leukemia/Lymphoma; Peripheral T-Cell Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2017-12-08,https://clinicaltrials.gov/study/NCT02512497,Romidepsin Maintenance After Allogeneic Stem Cell Transplantation
ClinicalTrials.gov,NCT04965597,Fred Hutchinson Cancer Center,OTHER,United States,Treosulfan; Fludarabine Phosphate; Tacrolimus; Methotrexate; Lapine T-Lymphocyte Immune Globulin; Peripheral Blood Stem Cell Transplantation; Allogeneic Bone Marrow Transplantation; Quality-of-Life Assessment; Echocardiography; Multigated Acquisition Scan; Bone Marrow Biopsy; Bone Marrow Aspiration; Biospecimen Collection; X-Ray Imaging; Computed Tomography,Bone Marrow Failure Syndrome; Congenital Amegakaryocytic Thrombocytopenia; Diamond-Blackfan Anemia; Hereditary Sideroblastic Anemia; Paroxysmal Nocturnal Hemoglobinuria; Shwachman-Diamond Syndrome; Hematologic Neoplasm With Germline GATA2 Mutation; Hematologic Neoplasm With Germline SAMD9 Mutation; Hematologic Neoplasm With Germline SAMD9L Mutation,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2022-04-19,https://clinicaltrials.gov/study/NCT04965597,Treosulfan-Based Conditioning Regimen Before a Blood or Bone Marrow Transplant for the Treatment of Bone Marrow Failure Diseases (BMT CTN 1904)
ClinicalTrials.gov,NCT00646724,Fuzhou General Hospital,OTHER,China,cotransplantation of islet and mesenchymal stem cell,Type 1 Diabetes Mellitus,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2008-01,https://clinicaltrials.gov/study/NCT00646724,Cotransplantation of Islet and Mesenchymal Stem Cell in Type 1 Diabetic Patients
ClinicalTrials.gov,NCT06736080,Assistance Publique - Hôpitaux de Paris,OTHER,France,MUNC-CD34; MUNC-T3,Familial Hemophagocytic Lymphohistiocytosis Type 3 (FHL 3),Other / Unclassified,Cord Blood / HSC,,Phase 1/2,NOT_YET_RECRUITING,2026-05,https://clinicaltrials.gov/study/NCT06736080,Safety and Efficacy of Gene Therapy of FHL Type 3 Caused by Mutations in the Human UNC13D Gene by Transplantation of a Single Dose of Autologous CD34+ Cells Transduced ex Vivo With the UNC13D LV Vector Expressing the UNC13D cDNA
ClinicalTrials.gov,NCT04446897,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,OTHER_GOV,Belarus,mesenchymal stem cells; standard treatment,"Periodontitis, Chronic",Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2020-08-03,https://clinicaltrials.gov/study/NCT04446897,Treatment of Chronic Medium-severe Periodontitis With Mesenchymal Stem Cells Predifferentiated in Osteogenic Direction
ClinicalTrials.gov,NCT06302582,Liaocheng People's Hospital,OTHER,China,Platelet-rich plasma (PRP) combined with human umbilical cord mesenchymal stem cells (huMSCs); Control group,Pressure Injuries - Stage 3; Pressure Injuries - Stage 4,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2024-02-29,https://clinicaltrials.gov/study/NCT06302582,Platelet Rich Plasma Combined With Human Umbilical Cord Mesenchymal Stem Cells for Stage 3 and 4 Stress Injury
ClinicalTrials.gov,NCT01061879,University of Kansas,OTHER,United States,,Pregnancy,Other / Unclassified,Cord Blood / HSC,,Not Reported,COMPLETED,2010-02,https://clinicaltrials.gov/study/NCT01061879,Expansion of Umbilical Cord Blood Using a Unique Bio-system
ClinicalTrials.gov,NCT00877903,"Mesoblast, Inc.",INDUSTRY,United States; Canada,Prochymal®; Placebo,Myocardial Infarction,Cardiovascular,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2009-03-30,https://clinicaltrials.gov/study/NCT00877903,Prochymal® (Human Adult Stem Cells) Intravenous Infusion Following Acute Myocardial Infarction (AMI)
